GEOID,tract_name,county_name,year,total_population,urban_class
24001000500,The neighborhood of Rolling Mills,Allegany County,2015,2547.58199731304,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2016,2406.12998955069,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2017,2329.41233019854,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2018,2322.88317659353,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2019,2290.80331392746,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2020,2313,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2021,2241,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2022,2304,Mixed
24001000500,The neighborhood of Rolling Mills,Allegany County,2023,2269,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2014,2773.34281746096,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2015,2788.63659394418,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2016,2940.59633623311,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2017,2808.63004828856,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2018,2944.8594870211,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2019,2871.15326350432,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2020,2900,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2021,2726,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2022,3005,Mixed
24001000600,The community of Cumberland Heights,Allegany County,2023,2829,Mixed
24001000700,The neighborhood of White Oaks,Allegany County,2014,3484,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2015,3464,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2016,3514,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2017,3655,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2018,3359,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2019,3354,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2020,3292,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2021,3233,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2022,3233,Urban
24001000700,The neighborhood of White Oaks,Allegany County,2023,3377,Urban
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2014,2329,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2015,2257,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2016,2366,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2017,2232,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2018,2081,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2019,1992,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2020,1991,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2021,1865,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2022,1932,Mixed
24001000800,The tract 0.5 miles W of the community of South Cumberland,Allegany County,2023,1972,Mixed
24001001000,The city-center of Cumberland,Allegany County,2014,2700.26360887087,Urban
24001001000,The city-center of Cumberland,Allegany County,2015,2528.91280241926,Urban
24001001000,The city-center of Cumberland,Allegany County,2016,2482.18464381711,Urban
24001001000,The city-center of Cumberland,Allegany County,2017,2551.66397849453,Urban
24001001000,The city-center of Cumberland,Allegany County,2018,2483.71639784937,Urban
24001001000,The city-center of Cumberland,Allegany County,2019,2234.08299731173,Urban
24001001000,The city-center of Cumberland,Allegany County,2020,2245,Urban
24001001000,The city-center of Cumberland,Allegany County,2021,2325,Urban
24001001000,The city-center of Cumberland,Allegany County,2022,1928,Urban
24001001000,The city-center of Cumberland,Allegany County,2023,1859,Urban
24001001100,The neighborhood of West Side,Allegany County,2014,1502.14457831325,Urban
24001001100,The neighborhood of West Side,Allegany County,2015,1499.8734939759,Urban
24001001100,The neighborhood of West Side,Allegany County,2016,1385.77108433735,Urban
24001001100,The neighborhood of West Side,Allegany County,2017,1284.64457831325,Urban
24001001100,The neighborhood of West Side,Allegany County,2018,1306.95180722892,Urban
24001001100,The neighborhood of West Side,Allegany County,2019,1331.12048192771,Urban
24001001100,The neighborhood of West Side,Allegany County,2020,1174,Urban
24001001100,The neighborhood of West Side,Allegany County,2021,1283,Urban
24001001100,The neighborhood of West Side,Allegany County,2022,1327,Urban
24001001100,The neighborhood of West Side,Allegany County,2023,1423,Urban
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2014,2876.26494807202,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2015,2988.95932880745,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2016,2972.17479525296,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2017,2953.55431305619,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2018,3002.60864364667,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2019,3029.89824034699,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2020,3078,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2021,3009,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2022,2924,Mixed
24001001200,The tract encompassing the neighborhoods of The Dingle and Cumberland Narrows,Allegany County,2023,2950,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2014,5287.44589530147,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2015,5307.29368324074,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2016,5240.28303607234,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2017,5300.1565303173,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2018,5413.4877418955,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2019,5499.86079579759,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2020,5531,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2021,5644,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2022,5061,Mixed
24001001300,The tract encompassing the village-centers of Bowling Green and Potomac Park,Allegany County,2023,5030,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2014,3990.4523489933,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2015,3935.6028337062,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2016,3786.6672632364,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2017,3730.27621178226,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2018,3750.73780760627,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2019,3723.95734526474,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2020,3642,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2021,3865,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2022,4027,Mixed
24001001401,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County,2023,4083,Mixed
24001001402,The village-center of La Vale,Allegany County,2014,1503.34457831325,Urban
24001001402,The village-center of La Vale,Allegany County,2015,1611.45127175368,Urban
24001001402,The village-center of La Vale,Allegany County,2016,1578.64886211513,Urban
24001001402,The village-center of La Vale,Allegany County,2017,1577.8890227577,Urban
24001001402,The village-center of La Vale,Allegany County,2018,1559.41847389558,Urban
24001001402,The village-center of La Vale,Allegany County,2019,1593.27603748327,Urban
24001001402,The village-center of La Vale,Allegany County,2020,1740,Urban
24001001402,The village-center of La Vale,Allegany County,2021,1593,Urban
24001001402,The village-center of La Vale,Allegany County,2022,1599,Urban
24001001402,The village-center of La Vale,Allegany County,2023,1469,Urban
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2014,1902.1476510067,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2015,1888.24161073825,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2016,1986.57718120804,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2017,1889.23489932885,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2018,2023.32885906039,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2019,2111.73154362415,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2020,2127,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2021,2108,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2022,2116,Mixed
24001001502,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County,2023,2012,Mixed
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2014,1923,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2015,2016,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2016,1965,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2017,1882,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2018,1756,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2019,1824,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2020,1766,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2021,1605,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2022,1707,Rural
24001001503,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County,2023,1736,Rural
24001001600,The town-center of Frostburg,Allegany County,2014,1678.76557889038,Mixed
24001001600,The town-center of Frostburg,Allegany County,2015,1726.17740215587,Mixed
24001001600,The town-center of Frostburg,Allegany County,2016,1670.05728482121,Mixed
24001001600,The town-center of Frostburg,Allegany County,2017,1650.70552022305,Mixed
24001001600,The town-center of Frostburg,Allegany County,2018,1610.06681456691,Mixed
24001001600,The town-center of Frostburg,Allegany County,2019,1766.81610781201,Mixed
24001001600,The town-center of Frostburg,Allegany County,2020,1857,Mixed
24001001600,The town-center of Frostburg,Allegany County,2021,1520,Mixed
24001001600,The town-center of Frostburg,Allegany County,2022,1351,Mixed
24001001600,The town-center of Frostburg,Allegany County,2023,1279,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2014,4782,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2015,4880,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2016,4987,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2017,5364,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2018,5090,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2019,4526,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2020,4278,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2021,3598,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2022,3722,Mixed
24001001700,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County,2023,4017,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2014,5268.76540361861,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2015,4965.95130701458,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2016,4896.99364145128,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2017,4647.14702709152,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2018,4613.1678875386,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2019,4665.13598332543,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2020,4946,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2021,4263,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2022,4204,Mixed
24001001800,The neighborhood of Braddock Estates,Allegany County,2023,3959,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2014,2824.04185768901,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2015,2957.01906410269,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2016,2964.89919485313,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2017,2840.7871355337,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2018,2761.9858280293,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2019,2863.44251144121,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2020,2653,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2021,2691,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2022,2737,Mixed
24001001900,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County,2023,2734,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2014,5890.80131012902,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2015,5854.19779168708,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2016,5823.48942420643,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2017,5834.87971670081,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2018,5593.11588472411,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2019,5347.8385716721,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2020,5003,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2021,4983,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2022,5177,Mixed
24001002000,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County,2023,5433,Mixed
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2014,3499.31164253222,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2015,3285.37822972812,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2016,3223.05759815977,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2017,3105.31280407935,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2018,3101.8030649804,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2019,2938.72607815523,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2020,3166,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2021,3018,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2022,2814,Rural
24001002100,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County,2023,2773,Rural
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2014,3584.91709061563,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2015,3696.42610789535,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2016,3646.54049490179,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2017,3787.39399041302,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2018,3870.53667873562,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2019,4072.03542925862,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2020,4037,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2021,3695,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2022,3805,Mixed
24001002200,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County,2023,3751,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2014,5593.40802392284,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2015,5387.70023572869,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2016,5332.11444464638,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2017,5341.37759201614,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2018,5522.2869503798,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2019,5617.21652564024,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2020,5760,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2021,5712,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2022,5662,Mixed
24001002300,The village-center of Bowmans Addition,Allegany County,2023,5560,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2014,3913.81176470588,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2015,3902.23529411765,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2016,3858.82352941177,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2017,3915.74117647059,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2018,4004.49411764706,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2019,4089.38823529412,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2020,4291,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2021,4352,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2022,4385,Mixed
24003701101,The village-center of Riva,Anne Arundel County,2023,4259,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2014,3731.23130703265,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2015,3931.63116343957,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2016,3761.87497439584,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2017,4035.23594357227,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2018,3925.30786699954,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2019,3671.88960198012,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2020,4087,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2021,4102,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2022,3828,Mixed
24003701103,The town-center of Edgewater,Anne Arundel County,2023,3475,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2014,3939.76869296735,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2015,4151.36883656044,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2016,3972.12502560416,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2017,4260.76405642773,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2018,4144.69213300046,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2019,3877.11039801988,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2020,3369,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2021,3628,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2022,3572,Mixed
24003701104,The neighborhood of Pine Whiff Beach,Anne Arundel County,2023,3383,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2014,4003.18407960199,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2015,4105.60199004975,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2016,4231.40298507463,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2017,4048.07960199005,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2018,3821.26368159204,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2019,3755.79104477612,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2020,3733,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2021,3762,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2022,3864,Mixed
24003701201,The village-center of Mayo,Anne Arundel County,2023,3852,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2014,4556.81592039801,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2015,4673.39800995025,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2016,4816.59701492537,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2017,4607.92039800995,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2018,4349.73631840796,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2019,4275.20895522388,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2020,4246,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2021,4435,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2022,4391,Mixed
24003701202,The village-center of Selby-on-the-Bay,Anne Arundel County,2023,4470,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2014,4500.04210526316,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2015,4452.29473684211,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2016,4617.34736842105,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2017,4592,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2018,4743.49473684211,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2019,4726.98947368421,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2020,4132,Mixed
24003701301,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County,2021,4341,Mixed
